name,initial_url,initial_domain,initial_base_domain,initial_top_level_domain,redirect,url,domain,base_domain,top_level_domain,live,filter,status_code,media_type,agency,bureau,branch,404_test,source_list,scan_date,primary_scan_status,accessibility_scan_status,dns_scan_status,not_found_scan_status,performance_scan_status,robots_txt_scan_status,security_scan_status,sitemap_xml_scan_status,www_scan_status,page_hash,accessibility_violations,pageviews,visits,ipv6,hostname,cms,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,dap_version,ga_tag_id,third_party_service_domains,third_party_service_urls,third_party_service_count,cookie_domains,hyperlink_domains,tooling,viewport_meta_tag,cumulative_layout_shift,largest_contentful_paint,required_links_url,required_links_text,feedback_links_text,https_enforced,hsts,title,description,keywords,og_title,og_description,og_article_published,og_article_modified,og_image,og_type,og_url,canonical_link,language,language_link,main_element_present,robots_txt_detected,robots_txt_url,robots_txt_status_code,robots_txt_media_type,robots_txt_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_url,sitemap_xml_status_code,sitemap_xml_media_type,sitemap_xml_filesize,sitemap_xml_count,sitemap_xml_lastmod,sitemap_xml_pdf_count,sitemap_xml_page_hash,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inpage_css,uswds_usa_class_list,uswds_banner_heres_how,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count,www_url,www_status_code,www_title
americabydesign.gov,https://americabydesign.gov,americabydesign.gov,americabydesign.gov,gov,False,https://americabydesign.gov/,americabydesign.gov,americabydesign.gov,gov,True,False,200.0,text/html,Executive Office of the President,White House Office,Executive,True,"[""gov"",""final_url_websites""]",2026-06-25T15:14:03.538Z,completed,completed,completed,completed,completed,completed,completed,completed,completed,4f6ddebae28325173f5a42ecdc2d0d53,"{""contrast"":288}",,,True,,,,,False,,False,,,,"[""challenges.cloudflare.com"",""static.cloudflareinsights.com""]","[""https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/cmg/1"",""https://challenges.cloudflare.com/turnstile/v0/api.js"",""https://challenges.cloudflare.com/turnstile/v0/b/25e6c66701a0/api.js"",""https://static.cloudflareinsights.com/beacon.min.js/v833ccba57c9e4d2798f2e76cebdd09a11778172276447""]",2.0,,"[""www.ndstudio.gov"",""www.whitehouse.gov"",""www.presidency.ucsb.edu""]","[""next.js""]",True,0.0007313854166666,196.0,"[""about""]",,,False,False,America by Design,A National Design Studio Initiative,,America by Design,A National Design Studio Initiative,,,https://www.americabydesign.gov/og.webp,website,https://www.americabydesign.gov,,en,,True,True,https://americabydesign.gov/robots.txt,200.0,text/plain,1738.0,,,False,https://americabydesign.gov/sitemap.xml,404.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,https://americabydesign.gov,200.0,America by Design
analytics.america.gov,https://analytics.america.gov,analytics.america.gov,america.gov,gov,False,https://analytics.america.gov/,analytics.america.gov,america.gov,gov,True,True,200.0,application/json,Department of State,Bureau of Global Public Affairs,Executive,True,"[""pulse"",""final_url_websites""]",2026-06-25T15:07:49.939Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,d70e86fef2537eceb1d668fae2b567d6,"{""page-titled"":1,""language"":1}",,,True,amazonaws.com,,,,False,,False,,,,,,0.0,,,,False,0.0,108.0,,,,False,True,,,,,,,,,,,,,,False,False,https://analytics.america.gov/robots.txt,404.0,application/json,,,,False,https://analytics.america.gov/sitemap.xml,404.0,application/json,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,,,
archive-share.america.gov,https://archive-share.america.gov,archive-share.america.gov,america.gov,gov,False,https://archive-share.america.gov/,archive-share.america.gov,america.gov,gov,True,False,200.0,text/html,Department of State,Bureau of Global Public Affairs,Executive,False,"[""dap"",""final_url_websites"",""dap2""]",2026-06-25T15:08:37.765Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,0100f95c7e60de3df3ce3dca6c502945,"{""contrast"":12}",4032.0,3964.0,True,cloudfront.net,WordPress,,,True,,True,"{""agency"":""DOS"",""siteplatform"":""ShareAmerica""}",20250702 v8.7 - GA4,"G-CSLL4ZEK4L,UA-22995010-3,G-N6Y255Y5X2","[""buttons-config.sharethis.com"",""cdn-3.convertexperiments.com"",""connect.facebook.net"",""count-server.sharethis.com"",""d3q1ytufopwvkq.cloudfront.net"",""dap.digitalgov.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""googleads.g.doubleclick.net"",""l.sharethis.com"",""mab.chartbeat.com"",""pagead2.googlesyndication.com"",""ping.chartbeat.net"",""platform-api.sharethis.com"",""platform-cdn.sharethis.com"",""platform.twitter.com"",""static.chartbeat.com"",""static.hotjar.com"",""syndication.twitter.com"",""www.google-analytics.com"",""www.google.com"",""www.googletagmanager.com"",""www.gstatic.com""]","[""https://buttons-config.sharethis.com/js/6476095f5380390019972023.js"",""https://cdn-3.convertexperiments.com/js/10014524-10015814.js"",""https://connect.facebook.net/en_US/bundle/sdk.js/"",""https://connect.facebook.net/en_US/fbevents.js"",""https://connect.facebook.net/en_US/sdk.js#xfbml=1&version=v2.0"",""https://connect.facebook.net/signals/config/1970423729800499"",""https://count-server.sharethis.com/v2.0/get_counts"",""https://d3q1ytufopwvkq.cloudfront.net/0/formrenderer.css"",""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://dap.digitalgov.gov/web-vitals/dist/web-vitals.attribution.iife.js"",""https://fonts.googleapis.com/css"",""https://fonts.googleapis.com/earlyaccess/droidarabicnaskh.css"",""https://fonts.gstatic.com/s/opensans/v44/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTS-muw.woff2"",""https://fonts.gstatic.com/s/opensans/v44/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTSumu1aB.woff2"",""https://fonts.gstatic.com/s/roboto/v51/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3iUBGEe.woff2"",""https://fonts.gstatic.com/s/roboto/v51/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2"",""https://googleads.g.doubleclick.net/pagead/viewthroughconversion/11238285267/"",""https://googleads.g.doubleclick.net/pagead/viewthroughconversion/11342289726/"",""https://googleads.g.doubleclick.net/pagead/viewthroughconversion/809407049/"",""https://l.sharethis.com/pview"",""https://l.sharethis.com/sc"",""https://mab.chartbeat.com/mab_strategy/headline_testing/get_strategy/"",""https://pagead2.googlesyndication.com/ccm/collect"",""https://pagead2.googlesyndication.com/measurement/conversion"",""https://pagead2.googlesyndication.com/pagead/conversion/10977209387/"",""https://ping.chartbeat.net/ping"",""https://platform-api.sharethis.com/js/sharethis.js#property=6476095f5380390019972023&product=inline-buttons&source=sharethis-share-buttons-wordpress"",""https://platform-cdn.sharethis.com/img/arrow_left.svg"",""https://platform-cdn.sharethis.com/img/arrow_right.svg"",""https://platform-cdn.sharethis.com/img/email.svg""]",23.0,"["".america.gov"","".archive-share.america.gov"",""archive-share.america.gov""]","[""archive-share.america.gov"",""www.state.gov""]","[""jquery""]",True,0.00301875,376.0,"[""about"",""privacy""]","[""about us"",""privacy policy"",""español""]",,True,True,ShareAmerica | Connect with America,"ShareAmerica is a place for the best social content on democracy, freedom of expression, innovation, entrepreneurship, education, science and civil society.",,Connect with America,"ShareAmerica is a place for the best social content on democracy, freedom of expression, innovation, entrepreneurship, education, science and civil society.",,2024-04-30T16:02:46.000Z,,website,https://share.america.gov/,,en-US,"en-us,fr-fr,es-es,zh-cn,ru-ru,ar,id-id,fa-ir,pt-br,ur,bn-bd,x-default",False,True,https://archive-share.america.gov/robots.txt,200.0,text/plain,186.0,,"[""https://share.lab.prod.getusinfo.com/sitemap_index.xml""]",False,https://archive-share.america.gov/sitemap.xml,403.0,application/xml,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,,,
courses.america.gov,https://courses.america.gov,courses.america.gov,america.gov,gov,False,https://courses.america.gov/,courses.america.gov,america.gov,gov,True,False,200.0,text/html,Department of State,Bureau of Global Public Affairs,Executive,True,"[""pulse"",""omb_idea"",""final_url_websites""]",2026-06-25T15:18:27.346Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,d207700a6eb123f340c53033ed69a028,,,,True,cloudflare.net,,,,False,,False,,,,"[""fonts.googleapis.com"",""fonts.gstatic.com""]","[""https://fonts.googleapis.com/css2"",""https://fonts.gstatic.com/s/opensans/v44/memtYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWqWuU6F.woff2"",""https://fonts.gstatic.com/s/opensans/v44/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTS-muw.woff2""]",2.0,,"[""courses.america.gov""]",,True,0.0,432.0,,,,True,True,GPA Courses API Reference,,,,,,,,,,,en,,True,False,https://courses.america.gov/robots.txt,404.0,text/html,,,,False,https://courses.america.gov/sitemap.xml,404.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,,,
devtechcamp.america.gov,https://devtechcamp.america.gov,devtechcamp.america.gov,america.gov,gov,False,https://devtechcamp.america.gov/,devtechcamp.america.gov,america.gov,gov,False,False,503.0,text/html,Department of State,Bureau of Global Public Affairs,Executive,False,"[""omb_idea"",""final_url_websites""]",2026-06-25T15:09:37.247Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,146468b9d6ee7ca02c7d91c65689f672,"{""language"":1}",,,True,amazonaws.com,,,,False,,False,,,,,,0.0,,,,False,0.0,96.0,,,,True,True,503 Service Temporarily Unavailable,,,,,,,,,,,,,False,False,https://devtechcamp.america.gov/robots.txt,503.0,text/html,,,,False,https://devtechcamp.america.gov/sitemap.xml,503.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,,,
devtechcamp.edit.america.gov,https://devtechcamp.edit.america.gov,devtechcamp.edit.america.gov,america.gov,gov,False,https://devtechcamp.edit.america.gov/,devtechcamp.edit.america.gov,america.gov,gov,False,False,503.0,text/html,Department of State,Bureau of Global Public Affairs,Executive,False,"[""omb_idea"",""final_url_websites""]",2026-06-25T15:19:59.777Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,146468b9d6ee7ca02c7d91c65689f672,"{""language"":1}",,,True,amazonaws.com,,,,False,,False,,,,,,0.0,,,,False,0.0,80.0,,,,True,True,503 Service Temporarily Unavailable,,,,,,,,,,,,,False,False,https://devtechcamp.edit.america.gov/robots.txt,503.0,text/html,,,,False,https://devtechcamp.edit.america.gov/sitemap.xml,503.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,,,
e.america.gov,https://e.america.gov,e.america.gov,america.gov,gov,False,https://e.america.gov/login?ReturnUrl=%2F,e.america.gov,america.gov,gov,True,False,200.0,text/html,Department of State,Bureau of Global Public Affairs,Executive,False,"[""pulse"",""omb_idea"",""final_url_websites""]",2026-06-25T15:13:58.550Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,21ab5d68875117a80b24c4a22ee76820,"{""language"":1}",,,True,amazonaws.com,,,,False,,False,,,,"[""cdn.segment.com"",""css.createsend1.com"",""fast.appcues.com"",""fonts.gstatic.com"",""img.createsend1.com"",""js.createsend1.com"",""static.hotjar.com"",""www.google.com"",""www.gstatic.com""]","[""https://cdn.segment.com/analytics-next/bundles/ajs-destination.bundle.8e6b895db75187c55313.js"",""https://cdn.segment.com/analytics-next/bundles/schemaFilter.bundle.1b218d13fed021531d4e.js"",""https://cdn.segment.com/analytics.js/v1/N3tken0TOjiyD7sZxIPko5gC93xPTCjM/analytics.min.js"",""https://cdn.segment.com/next-integrations/integrations/appcues/2.3.0/appcues.dynamic.js.gz"",""https://cdn.segment.com/next-integrations/integrations/hotjar/1.4.0/hotjar.dynamic.js.gz"",""https://cdn.segment.com/next-integrations/integrations/optimizely/3.5.1/optimizely.dynamic.js.gz"",""https://cdn.segment.com/next-integrations/integrations/vendor/commons.59560acdd69ed701c941.js.gz"",""https://cdn.segment.com/v1/projects/N3tken0TOjiyD7sZxIPko5gC93xPTCjM/settings"",""https://css.createsend1.com/css/cmds/cmds-components.min.css"",""https://css.createsend1.com/css/cmds/cmds-global.min.css"",""https://css.createsend1.com/frontend/loginpages/loginpages.7fbb80ae07c969e55931.min.css"",""https://fast.appcues.com/39176.js"",""https://fast.appcues.com/generic/main/7.24.0/appcues.main.c1e77dbbb641eec1fd5ab36b9a1474de41efcf5f.js"",""https://fast.appcues.com/generic/main/7.24.0/container.c1e77dbbb641eec1fd5ab36b9a1474de41efcf5f.css"",""https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2"",""https://img.createsend1.com/static/logos/i/86B16212/login/DOS%20Login%20Logo.png"",""https://js.createsend1.com/frontend/loginpages/app.1c3c6cc6530ac8cf220d.min.js"",""https://js.createsend1.com/js/compiled/vendor/datadog/browser-rum/datadogUtils.min.js"",""https://js.createsend1.com/js/compiled/vendor/react@18.3.1/umd/react.production.min.js"",""https://js.createsend1.com/js/compiled/vendor/react@dom-18.3.1/umd/react-dom.production.min.js"",""https://js.createsend1.com/js/compiled/vendor/sentry@4.2.4/bundle.min.js"",""https://static.hotjar.com/c/hotjar-658600.js"",""https://www.google.com/recaptcha/api.js"",""https://www.google.com/recaptcha/api2/webworker.js"",""https://www.gstatic.com/recaptcha/api2/logo_48.png""]",9.0,"[""e.america.gov""]","[""e.america.gov""]","[""react""]",True,0.0425481770833333,500.0,,,,False,True,Log In | U.S. Department of State,,,,,,,,,,,,,False,True,https://e.america.gov/robots.txt,200.0,text/plain,26.0,,,False,https://e.america.gov/login?ReturnUrl=%2Fsitemap.xml,200.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,,,
publications.america.gov,https://publications.america.gov,publications.america.gov,america.gov,gov,False,https://publications.america.gov/,publications.america.gov,america.gov,gov,False,False,410.0,text/html,Department of State,Bureau of Global Public Affairs,Executive,False,"[""dap"",""pulse"",""omb_idea"",""other"",""final_url_websites"",""searchgov""]",2026-06-25T15:08:36.043Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,86d4c8ca5c218d27fbca597af698fdf8,,,,True,cloudfront.net,,,,False,,False,,,,,,0.0,,,,True,0.0,820.0,,,,False,True,WordPress › Error,,,,,,,,,,,en-US,,False,False,https://publications.america.gov/robots.txt,410.0,text/html,,,,False,https://publications.america.gov/sitemap.xml,410.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,,,
share.america.gov,https://share.america.gov,share.america.gov,america.gov,gov,False,https://share.america.gov/,share.america.gov,america.gov,gov,True,False,200.0,text/html,Department of State,Bureau of Global Public Affairs,Executive,True,"[""dap"",""pulse"",""omb_idea"",""2020_eot"",""other"",""final_url_websites"",""dap2"",""usagov_clicks""]",2026-06-25T15:22:41.089Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,81eb03f69e8526c33cb72612464f0731,"{""contrast"":6,""lists"":1}",91199.0,74042.0,True,cloudfront.net,WordPress,,,True,True,True,"{""agency"":""DOS""}",20250702 v8.7 - GA4,"G-CSLL4ZEK4L,UA-22995010-2,G-N6Y255Y5X2,G-RH13VY8T2N","[""cdn-3.convertexperiments.com"",""cdn.jsdelivr.net"",""dap.digitalgov.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""googleads.g.doubleclick.net"",""use.fontawesome.com"",""www.google-analytics.com"",""www.google.com"",""www.googleadservices.com"",""www.googletagmanager.com""]","[""https://cdn-3.convertexperiments.com/js/10014524-10015814.js"",""https://cdn.jsdelivr.net/npm/bootstrap@4.6.0/dist/js/bootstrap.bundle.min.js"",""https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.min.css"",""https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.css"",""https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js"",""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://dap.digitalgov.gov/web-vitals/dist/web-vitals.attribution.iife.js"",""https://fonts.googleapis.com/css"",""https://fonts.gstatic.com/s/ebgaramond/v32/SlGUmQSNjdsmc35JDF1K5GR1SDk.woff2"",""https://fonts.gstatic.com/s/opensans/v44/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTS-muw.woff2"",""https://fonts.gstatic.com/s/opensans/v44/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTUGmu1aB.woff2"",""https://googleads.g.doubleclick.net/pagead/viewthroughconversion/10977209387/"",""https://googleads.g.doubleclick.net/pagead/viewthroughconversion/16789643415/"",""https://use.fontawesome.com/releases/v6.4.2/css/all.css"",""https://use.fontawesome.com/releases/v6.4.2/webfonts/fa-brands-400.ttf"",""https://use.fontawesome.com/releases/v6.4.2/webfonts/fa-brands-400.woff2"",""https://use.fontawesome.com/releases/v6.4.2/webfonts/fa-solid-900.ttf"",""https://use.fontawesome.com/releases/v6.4.2/webfonts/fa-solid-900.woff2"",""https://www.google-analytics.com/analytics.js"",""https://www.google-analytics.com/j/collect"",""https://www.google.com/ccm/collect"",""https://www.google.com/pagead/1p-user-list/16789643415/"",""https://www.google.com/rmkt/collect/16789643415/"",""https://www.googleadservices.com/pagead/conversion/10977209387/"",""https://www.googletagmanager.com/gtag/destination"",""https://www.googletagmanager.com/gtag/js"",""https://www.googletagmanager.com/gtm.js""]",11.0,"["".america.gov"","".share.america.gov"",""share.america.gov""]","[""share.america.gov"",""cookiedatabase.org"",""af.usembassy.gov"",""al.usembassy.gov"",""dz.usembassy.gov"",""ao.usembassy.gov"",""ar.usembassy.gov"",""am.usembassy.gov"",""au.usembassy.gov"",""at.usembassy.gov"",""az.usembassy.gov"",""bs.usembassy.gov"",""bh.usembassy.gov"",""bd.usembassy.gov"",""bb.usembassy.gov"",""by.usembassy.gov"",""be.usembassy.gov"",""bz.usembassy.gov"",""bj.usembassy.gov"",""bm.usconsulate.gov"",""bo.usembassy.gov"",""ba.usembassy.gov"",""bw.usembassy.gov"",""br.usembassy.gov"",""bn.usembassy.gov"",""bg.usembassy.gov"",""bf.usembassy.gov"",""mm.usembassy.gov"",""bi.usembassy.gov"",""cv.usembassy.gov"",""kh.usembassy.gov"",""cm.usembassy.gov"",""ca.usembassy.gov"",""cf.usembassy.gov"",""td.usembassy.gov"",""cl.usembassy.gov"",""china.usembassy-china.org.cn"",""co.usembassy.gov"",""km.usembassy.gov"",""cr.usembassy.gov"",""ci.usembassy.gov"",""hr.usembassy.gov"",""cu.usembassy.gov"",""cw.usconsulate.gov"",""cy.usembassy.gov"",""cz.usembassy.gov"",""cd.usembassy.gov"",""dk.usembassy.gov"",""dj.usembassy.gov"",""do.usembassy.gov"",""ec.usembassy.gov"",""eg.usembassy.gov"",""sv.usembassy.gov"",""gq.usembassy.gov"",""er.usembassy.gov"",""ee.usembassy.gov"",""sz.usembassy.gov"",""et.usembassy.gov"",""fj.usembassy.gov"",""fi.usembassy.gov"",""fr.usembassy.gov"",""ga.usembassy.gov"",""ge.usembassy.gov"",""de.usembassy.gov"",""gh.usembassy.gov"",""gr.usembassy.gov"",""gt.usembassy.gov"",""gn.usembassy.gov"",""gw.usmission.gov"",""gy.usembassy.gov"",""gm.usembassy.gov"",""ht.usembassy.gov"",""hn.usembassy.gov"",""hk.usconsulate.gov"",""hu.usembassy.gov"",""is.usembassy.gov"",""in.usembassy.gov"",""id.usembassy.gov"",""ir.usembassy.gov"",""iq.usembassy.gov"",""ie.usembassy.gov"",""il.usembassy.gov"",""it.usembassy.gov"",""jm.usembassy.gov"",""jp.usembassy.gov"",""jo.usembassy.gov"",""kz.usembassy.gov"",""ke.usembassy.gov"",""kr.usembassy.gov"",""xk.usembassy.gov"",""kw.usembassy.gov"",""kg.usembassy.gov"",""la.usembassy.gov"",""lv.usembassy.gov"",""lb.usembassy.gov"",""ls.usembassy.gov"",""lr.usembassy.gov"",""ly.usembassy.gov"",""lt.usembassy.gov"",""lu.usembassy.gov"",""mg.usembassy.gov"",""mw.usembassy.gov"",""my.usembassy.gov"",""mv.usmission.gov""]","[""backbone"",""bootstrap"",""d3"",""foundation"",""jquery"",""lodash"",""semantic-ui""]",True,0.2939057205403645,240.0,"[""about"",""fear"",""foia"",""privacy"",""/es""]","[""about us"",""accessibility"",""no fear act"",""foia"",""privacy policy""]",,True,True,ShareAmerica | Connect with America,"ShareAmerica is a place for the best social content on democracy, freedom of expression, innovation, entrepreneurship, education, science and civil society.",,Homepage,"ShareAmerica is a place for the best social content on democracy, freedom of expression, innovation, entrepreneurship, education, science and civil society.",,2026-06-24T16:13:56.000Z,,website,https://share.america.gov/,https://share.america.gov/,en-US,"en,es,fr,zh,ar,pt,ru,fa,id,ur,bn",True,True,https://share.america.gov/robots.txt,200.0,text/plain,175.0,,"[""https://share.america.gov/sitemap_index.xml""]",True,https://share.america.gov/sitemap_index.xml,200.0,text/xml,1562.0,0.0,2026-06-25T14:00:47.000Z,0.0,c2c75605168dd51342082d1f19de0c14,0.0,0.0,40.0,0.0,"[""usa-accordion"",""usa-accordion-button"",""usa-accordion-content"",""usa-banner-button"",""usa-banner-button-text"",""usa-banner-content"",""usa-banner-guidance-gov"",""usa-banner-guidance-ssl"",""usa-banner-header"",""usa-banner-header-expanded"",""usa-banner-icon"",""usa-banner-inner"",""usa-grid"",""usa-media_block-body"",""usa-media_block-img"",""usa-width-one-half""]",True,20.0,0.0,0.0,,0.0,60.0,,,
techcamp.america.gov,https://techcamp.america.gov,techcamp.america.gov,america.gov,gov,False,https://techcamp.america.gov/,techcamp.america.gov,america.gov,gov,False,False,503.0,text/html,Department of State,Bureau of Global Public Affairs,Executive,False,"[""dap"",""pulse"",""omb_idea"",""2020_eot"",""other"",""final_url_websites""]",2026-06-25T15:15:49.146Z,completed,completed,completed,completed,completed,completed,completed,completed,completed,146468b9d6ee7ca02c7d91c65689f672,"{""language"":1}",,,True,amazonaws.com,,,,False,,False,,,,,,0.0,,,,False,0.0,80.0,,,,False,True,503 Service Temporarily Unavailable,,,,,,,,,,,,,False,False,https://techcamp.america.gov/robots.txt,503.0,text/html,,,,False,https://techcamp.america.gov/sitemap.xml,503.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,https://www.techcamp.america.gov,503.0,503 Service Temporarily Unavailable
techcamp.edit.america.gov,https://techcamp.edit.america.gov,techcamp.edit.america.gov,america.gov,gov,False,https://techcamp.edit.america.gov/,techcamp.edit.america.gov,america.gov,gov,False,False,503.0,text/html,Department of State,Bureau of Global Public Affairs,Executive,False,"[""dap"",""omb_idea"",""final_url_websites""]",2026-06-25T15:18:42.024Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,146468b9d6ee7ca02c7d91c65689f672,"{""language"":1}",,,True,amazonaws.com,,,,False,,False,,,,,,0.0,,,,False,0.0,96.0,,,,False,True,503 Service Temporarily Unavailable,,,,,,,,,,,,,False,False,https://techcamp.edit.america.gov/robots.txt,503.0,text/html,,,,False,https://techcamp.edit.america.gov/sitemap.xml,503.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,,,
americanmemory.gov,https://americanmemory.gov,americanmemory.gov,americanmemory.gov,gov,False,https://americanmemory.gov/,americanmemory.gov,americanmemory.gov,gov,False,False,522.0,text/html,Library of Congress,,Legislative,False,"[""gov"",""final_url_websites""]",2026-06-25T15:28:54.825Z,completed,completed,completed,completed,completed,completed,unknown_error,completed,completed,480365109fac5b474301886f48369375,"{""contrast"":3,""other"":2,""link-purpose"":1}",,,True,,,,,False,,False,,,,,,0.0,,"[""www.cloudflare.com"",""developers.cloudflare.com""]",,True,0.0,19760.0,,,,,,americanmemory.gov | 522: Connection timed out,,,,,,,,,,,en-US,,False,False,https://americanmemory.gov/robots.txt,522.0,text/html,,,,False,https://americanmemory.gov/sitemap.xml,522.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,https://www.americanmemory.gov,522.0,americanmemory.gov | 522: Connection timed out
loc.gov,https://americaslibrary.gov,americaslibrary.gov,americaslibrary.gov,gov,True,https://www.loc.gov/programs/the-source/about-this-program/,www.loc.gov,loc.gov,gov,True,False,200.0,text/html,Library of Congress,,Legislative,False,"[""gov"",""2020_eot""]",2026-06-25T15:14:03.457Z,completed,completed,completed,completed,completed,completed,unknown_error,completed,completed,cbdd84959c70768b08f9ab7ae2609c04,,,,True,,,,,True,,False,,,,"[""assets.adobedtm.com"",""smon.loc.gov""]","[""https://assets.adobedtm.com/dac62e20b491e735c6b56e64c39134d8ee93f9cf/satelliteLib-6b47f831c184878d7338d4683ecf773a17973bb9.js"",""https://assets.adobedtm.com/extensions/EP31dbb9c60e404ba1aa6e746d49be6f29/AppMeasurement.min.js"",""https://assets.adobedtm.com/extensions/EP31dbb9c60e404ba1aa6e746d49be6f29/AppMeasurement_Module_ActivityMap.min.js"",""https://smon.loc.gov/b/ss/locgovprod/1/JS-2.27.0-LGPQ/s75786476058746"",""https://smon.loc.gov/b/ss/locgovprod/1/JS-2.27.0-LGPQ/s796502279738""]",2.0,"["".loc.gov"",""www.loc.gov""]","[""www.loc.gov"",""ask.loc.gov"",""catalog.loc.gov"",""copyright.gov"",""www.congress.gov"",""www.facebook.com"",""twitter.com"",""blogs.loc.gov"",""x.com"",""www.youtube.com"",""www.pinterest.com"",""www.flickr.com"",""instagram.com"",""itunes.apple.com"",""www.linkedin.com"",""loc.gov"",""www.research.net"",""www.usa.gov"",""newsroom.loc.gov"",""library-of-congress-shop.myshopify.com""]","[""bootstrap"",""jquery""]",True,0.0,416.0,"[""about"",""inspector"",""usa.gov""]","[""accessibility"",""inspector general"",""usa.gov""]","[""contact""]",,,The Source Overview | The Source | Programs | Library of Congress,"Welcome to The Source: Where Curiosity Sparks Discovery. Visitors to this experiential gallery at the Library of Congress—especially designed for kids and teens ages 8-15 with their families or school groups—will enjoy exploring hundreds of primary sources from the Library’s collections. Whether you’re looking to book a field trip, explore with your scout troop, or make a new family memory, there’s something for everyone, in person and online. Start your research journey at The Source!",,The Source Overview | The Source | Programs | Library of Congress,"Welcome to The Source: Where Curiosity Sparks Discovery. Visitors to this experiential gallery at the Library of Congress—especially designed for kids and teens ages 8-15 with their families or school groups—will enjoy exploring hundreds of primary sources from the Library’s collections. Whether you’re looking to book a field trip, explore with your scout troop, or make a new family memory, there’s something for everyone, in person and online. Start your research journey at The Source!",,,http://www.loc.gov/static/images/favicons/open-graph-logo.png,article,,,en,,True,False,https://www.loc.gov/programs/the-source/about-this-program/,200.0,text/html,,,,False,https://www.loc.gov/programs/the-source/about-this-program/,200.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,https://www.loc.gov/programs/the-source/about-this-program,200.0,The Source Overview | The Source | Programs | Library of Congress
