final_url,target_url_agency_owner,dap_detected_final_url
https://8astars.fas.gsa.gov/GWACPriceTool/priceFilter/create,General Services Administration,TRUE
https://9-11commission.gov/,National Archives and Records Administration,FALSE
https://911commission.gov/,National Archives and Records Administration,FALSE
https://988lifeline.org/,Department of Health and Human Services,FALSE
https://a2e.energy.gov/home,Department of Energy,FALSE
https://aab.larc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://aad.archives.gov/aad/index.jsp,National Archives and Records Administration,TRUE
https://aaplan-api.usaid.gov/,U.S. Agency for International Development,FALSE
https://aaplan-api2.usaid.gov/,U.S. Agency for International Development,FALSE
https://aaplan.usaid.gov/,U.S. Agency for International Development,FALSE
https://aaplandev-api-training.usaid.gov/,U.S. Agency for International Development,FALSE
https://aaplandev-api2-integration.usaid.gov/,U.S. Agency for International Development,FALSE
https://aaplandev-api2-training.usaid.gov/,U.S. Agency for International Development,FALSE
https://aaplandev-integration.usaid.gov/,U.S. Agency for International Development,FALSE
https://aaplandev-training.usaid.gov/,U.S. Agency for International Development,FALSE
https://aaplandevazure.usaid.gov/,U.S. Agency for International Development,FALSE
https://aas.gsa.gov/,General Services Administration,TRUE
https://aasis.omha.hhs.gov/,Department of Health and Human Services,TRUE
https://abandonedmines.gov/,Department of the Interior,FALSE
https://abarrshvuat.ofac.treas.gov/,Department of the Treasury,FALSE
https://abc.lbl.gov/,Department of Energy,FALSE
https://abclab.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://abilityone.gov/,United States AbilityOne,FALSE
https://abmc.gov/,American Battle Monuments Commission,TRUE
https://about.lanl.gov/lanl-resources/,Department of Energy,FALSE
https://about.usps.com/who/profile/history/postmaster-finder/,United States Postal Service,TRUE
https://aboutusa.japan.usembassy.gov/,Department of State,FALSE
https://above.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://abp.cr.usgs.gov/,Department of the Interior,TRUE
https://abpdu.lbl.gov/,Department of Energy,FALSE
https://ac-1.dot.gov/+CSCOE+/logon.html?fcadbadd=1,Department of Transportation,FALSE
https://ac-2.dot.gov/+CSCOE+/logon.html?fcadbadd=1#form_title_text,Department of Transportation,FALSE
https://ac.dot.gov/+CSCOE+/logon.html?fcadbadd=1,Department of Transportation,FALSE
https://accelerate.hhs.gov/authentication/login?returnUrl=%2F,Department of Health and Human Services,FALSE
https://access.ginniemae.gov/auth?bmctx=21B9BD0FB7F1DF211D16B47C89EF7D016EA6750BE78367E759826F5C5D09FD15&password=secure_string&contextType=external&ssoCookie=secure&username=string&challenge_url=https%3A%2F%2Faccess.ginniemae.gov%2Fauth&request_id=-2713964848529457915&authn_try_count=0&locale=en_US&resource_url=%252Fuser%252Floginsso,Department of Housing and Urban Development,FALSE
https://access1.max.gov/+CSCOE+/logon.html?a0=86&a1=&a2=&a3=1&reason=1#form_title_text,Executive Office of the President,FALSE
https://access2.bpa.gov/+CSCOE+/logon.html?fcadbadd=1,Department of Energy,FALSE
https://access2.max.gov/+CSCOE+/logon.html?a0=86&a1=&a2=&a3=1&reason=1#form_title_text,Executive Office of the President,FALSE
https://access3.max.gov/+CSCOE+/logon.html?a0=86&a1=&a2=&a3=1&reason=1#form_title_text,Executive Office of the President,FALSE
https://accessclinicaldata.niaid.nih.gov/,Department of Health and Human Services,TRUE
https://accessdev.nsf.gov/CACHE/sdesktop/install/start.htm,National Science Foundation,FALSE
https://accessgudid.awsprod.nlm.nih.gov/,Department of Health and Human Services,FALSE
https://accessgudid.nlm.nih.gov/,Department of Health and Human Services,TRUE
https://accessibility.18f.gov/,General Services Administration,TRUE
https://accessibility.digital.gov/,General Services Administration,TRUE
https://accesstest.trade.gov/login.aspx,Department of Commerce,TRUE
https://account.americorps.gov/,Corporation for National & Community Service,FALSE
https://account.ncbi.nlm.nih.gov/,Department of Health and Human Services,TRUE
https://accountcreation.cftc.gov/CFTCAccount.aspx,Commodity Futures Trading Commission,TRUE
https://accounts.ahrq.gov/am/forgot_password.jsp;jsessionid=ck2jXfRvaBWZgjDCCY7OsSuc2KF-57mh7NW3aKLtyfLPyRsjg_kq!300406902,Department of Health and Human Services,FALSE
https://accounts.alcf.anl.gov/#/home,Department of Energy,FALSE
https://accounts.cels.anl.gov/#/login,Department of Energy,FALSE
https://accounts.google.com/v3/signin/identifier?dsh=S-1777659550%3A1686359529301007&continue=https%3A%2F%2Fsites.google.com%2F&ffgf=1&followup=https%3A%2F%2Fsites.google.com%2F&ifkv=Af_xneG_Zib3MYrXxZGT7k1tYzhdBcI7Cxg8aWO1TFvezbZvmD0Lw307GCAYZTzXJNUCs3W1aGzaRw&passive=1209600&service=jotspot&flowName=GlifWebSignIn&flowEntry=ServiceLogin,Department of State,FALSE
https://accounts.lb.csp.noaa.gov/,Department of Commerce,FALSE
https://accounts.lcrc.anl.gov/#/login,Department of Energy,FALSE
https://accounts.noaa.gov/,Department of Commerce,FALSE
https://accpiv.treasury.gov/x509/,Department of the Treasury,FALSE
https://accs.cap.gov/,Department of Defense,FALSE
https://accsso.treasury.gov/login/login.jsp?error=https://accsso.treasury.gov/,Department of the Treasury,FALSE
https://acd-ext.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://acd-pub.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://acd.od.nih.gov/,Department of Health and Human Services,TRUE
https://ace-d6.cbp.gov/s/login/?ec=302&startURL=%2Fs%2F,Department of Homeland Security,TRUE
https://ace.cbp.gov/s/login/?ec=302&startURL=%2Fs%2F,Department of Homeland Security,TRUE
https://acetool.commerce.gov/,Department of Commerce,TRUE
https://acfmain-stage.acf.hhs.gov/,Department of Health and Human Services,TRUE
https://achilles.nascom.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aci.nichd.nih.gov/,Department of Health and Human Services,FALSE
https://acis.eoir.justice.gov/,Department of Justice,FALSE
https://ack.usaccess.gsa.gov/,General Services Administration,FALSE
https://acl.gov/,Department of Health and Human Services,TRUE
https://acmt.bis.doc.gov/cmt/login,Department of Commerce,FALSE
https://acode-browser.usatlas.bnl.gov/,Department of Energy,FALSE
https://acode-browser2.usatlas.bnl.gov/,Department of Energy,FALSE
https://acoms-impl.cms.gov/,Department of Health and Human Services,FALSE
https://acoms.cms.gov/,Department of Health and Human Services,FALSE
https://acq-map.od.nih.gov/,Department of Health and Human Services,TRUE
https://acquisition.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://acquisitionacademy.va.gov/,Department of Veterans Affairs,TRUE
https://acquisitiongateway.gov/,General Services Administration,FALSE
https://acquisitions.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://acquisitions.usajobs.gov/Search/Results?j=1102&s=relevance&sd=asc&p=1,Office of Personnel Management,TRUE
https://acsl.ars.usda.gov/,U.S. Department of Agriculture,FALSE
https://act24.nci.nih.gov/move/?the_page=/&the_params=,Department of Health and Human Services,FALSE
https://actev.nist.gov/,Department of Commerce,TRUE
https://actiontracker-jpss.nesdis.noaa.gov/_login/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,Department of Commerce,FALSE
https://activate.larc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://actribe.nsopw.gov/,Department of Justice,FALSE
https://actuary.defense.gov/,Department of Defense,TRUE
https://actuary.usajobs.gov/Search/Results?j=1510&s=relevance&sd=asc&p=1,Office of Personnel Management,TRUE
https://ad-esh.fnal.gov/,Department of Energy,FALSE
https://ad-poc-humble-duiker-sb.app.cloud.gov/,General Services Administration,TRUE
https://ad.fnal.gov/,Department of Energy,FALSE
https://adc.arm.gov/discovery/#/,Department of Energy,FALSE
https://addiction.surgeongeneral.gov/,Department of Health and Human Services,FALSE
https://address.ncjrs.gov/,Department of Justice,FALSE
https://adf.gov/,United States African Development Foundation,FALSE
https://adfs.nsf.gov/adfs/ls?wa=wsignin1.0&wtrealm=urn%3ansf%3asp2016%3aprod%3aext&wctx=https%3a%2f%2fextsharepoint.nsf.gov%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&wreply=https%3a%2f%2fextsharepoint.nsf.gov%2f_trust%2fdefault.aspx,National Science Foundation,FALSE
https://adfs.pnnl.gov:49443/adfs/ls/IdpInitiatedSignOn.aspx/?loginToRP=urn:amazon:webservices&client-request-id=41ba050e-6f27-46e7-9800-008001300075,Department of Energy,FALSE
https://adfs.usaid.gov/adfs/ls/?wtrealm=urn%3aNonDisIdentityServerProd&wctx=WsFedOwinState%3daSb42c_YbXv9tonch9Cf7X9M0XDBh9AIdolV1gEAIhwolKHpxOejBTlJKAenex3iRwFes-rDhb120uVCMjoh0i0aKWM-iGrPQVnS29437hm5lYH9JyHzpG5T_foMoyV6A0CYb8UZrhiFvOBUEmInZ3abIZTncQC0AepuqBb-hFsb61fxpg8KJHUK-sX0Oj-3ETJfh2OVEjHvi2n6FWUYug&wa=wsignin1.0,U.S. Agency for International Development,FALSE
https://adfs2.pnnl.gov/adfs/ls/IdpInitiatedSignOn.aspx?RelayState=RPID=https://www.benefitsolver.com/saml20,Department of Energy,FALSE
https://adgsupport.state.gov/hc/en-us,Department of State,FALSE
https://adlnet.gov/,Department of Defense,TRUE
https://admin-ovcncvrw.ncjrs.gov/ovcadmin/adminLogin.aspx,Department of Justice,FALSE
https://adms.fnal.gov/,Department of Energy,FALSE
https://adoptahorse.blm.gov/,Department of the Interior,FALSE
https://adp.noaa.gov/,Department of Commerce,FALSE
https://adr.gov/,Federal Mediation and Conciliation Service,FALSE
https://ads.state.gov/Home/Workflows,Department of State,FALSE
https://adsorption.nist.gov/index.php#home,Department of Commerce,TRUE
https://adt.larc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://advancedprojects.pppl.gov/,Department of Energy,FALSE
https://adviserinfo.sec.gov/,Securities and Exchange Commission,FALSE
https://advocacy.sba.gov/,Small Business Administration,FALSE
https://aed.ksc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://aedt.faa.gov/,Department of Transportation,FALSE
https://aefla.ed.gov/,Department of Education,TRUE
https://aeon.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aeonivv2.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aeonivv2ms.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aeonivv2owa.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aeonivv2sk.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aeonivv2sp.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aeonms.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aeonodte.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aeonowa.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aeonsk.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aeonsp.hosc.msfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aep.airports.faa.gov/Default.aspx,Department of Transportation,FALSE
https://aero-fp.larc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aero.larc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://aerocenter.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://aeroelasticity.larc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://aeronet.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://aes.faa.gov/,Department of Transportation,FALSE
https://aesics.cr.usgs.gov/,Department of the Interior,FALSE
https://aesir.gsfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aether.lbl.gov/,Department of Energy,FALSE
https://afd.defense.gov/,Department of Defense,TRUE
https://afdc.energy.gov/,Department of Energy,TRUE
https://affordableconnectivity.gov/,Federal Communications Commission,FALSE
https://afm.fmi.gov/account/login,General Services Administration,FALSE
https://afmss.blm.gov/,Department of the Interior,FALSE
https://afmss.training.blm.gov/,Department of the Interior,FALSE
https://afni.nimh.nih.gov/,Department of Health and Human Services,TRUE
https://afsc-hq-mil-tac.ecfr.gov/,Government Publishing Office,TRUE
https://agclass.nal.usda.gov/,U.S. Department of Agriculture,TRUE
https://age.edc.usda.gov/vpn/index.html,U.S. Department of Agriculture,FALSE
https://agencyportal.usajobs.gov/,Office of Personnel Management,FALSE
https://agents.floodsmart.gov/,Department of Homeland Security,TRUE
https://ageweb.irp.nia.nih.gov/,Department of Health and Human Services,FALSE
https://aghealth.nih.gov/,Department of Health and Human Services,TRUE
https://agid.acl.gov/,Department of Health and Human Services,TRUE
https://agile.18f.gov/,General Services Administration,TRUE
https://agingresearchbiobank.nia.nih.gov/,Department of Health and Human Services,FALSE
https://agingstats.gov/,Department of Health and Human Services,TRUE
https://agisportal.lanl.gov/,Department of Energy,FALSE
https://aglearn.usda.gov/,U.S. Department of Agriculture,FALSE
https://agresearchmag.ars.usda.gov/,U.S. Department of Agriculture,FALSE
https://ahat.sc.egov.usda.gov/,U.S. Department of Agriculture,FALSE
https://ahead.hiv.gov/,Department of Health and Human Services,TRUE
https://ahed.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://ahed.smce.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://ai-workshop-2020.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://ai.fmcsa.dot.gov/,Department of Transportation,TRUE
https://ai.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://aiaa-dpw.larc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://aidscape.usaid.gov/,U.S. Agency for International Development,TRUE
https://aidscapeuat.usaid.gov/,U.S. Agency for International Development,TRUE
https://ails.arc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://aim.nrel.gov/,Department of Energy,FALSE
https://aims.nesdis.noaa.gov/_login/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,Department of Commerce,FALSE
https://aipl.arsusda.gov/,U.S. Department of Agriculture,FALSE
https://aiptest.rma.usda.gov/,U.S. Department of Agriculture,FALSE
https://air538.app.cloud.gov/,General Services Administration,TRUE
https://airbornescience.jpl.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://airbornescience.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://airc.nist.gov/home,Department of Commerce,TRUE
https://aircrafticing.grc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://airforce.usajobs.gov/,Office of Personnel Management,TRUE
https://airknowledge.gov/,Environmental Protection Agency,TRUE
https://airleakage-calc.ornl.gov/#/,Department of Energy,FALSE
https://airmoss.jpl.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://airmoss.ornl.gov/,Department of Energy,TRUE
https://airnow-green.app.cloud.gov/,General Services Administration,TRUE
https://airquality.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://airquality.lanl.gov/,Department of Energy,FALSE
https://airquality.weather.gov/,Department of Commerce,FALSE
https://airrange.ssc.nasa.gov/WarningBanner/,National Aeronautics and Space Administration,FALSE
https://airs.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://airsar.jpl.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://airsl0.gesdisc.eosdis.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://airsl1.gesdisc.eosdis.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://airsl2.gesdisc.eosdis.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://airsnrt.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://airsnrt2.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://airsteam.jpl.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://ak-chin.nsopw.gov/,Department of Justice,FALSE
https://ak3.acl.gov/,Department of Health and Human Services,FALSE
https://aka-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akadev-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akadev-juntossipodemos.hhs.gov/,Department of Health and Human Services,TRUE
https://akadev-wecandothis.hhs.gov/,Department of Health and Human Services,TRUE
https://akadev1-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akadev2-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akadev3-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akadev4-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akadev5-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akaprod-betobaccofree.hhs.gov/,Department of Health and Human Services,FALSE
https://akaprod-digitalmedia.hhs.gov/,Department of Health and Human Services,TRUE
https://akaprod-hab.hrsa.gov/,Department of Health and Human Services,TRUE
https://akaprod-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akaprod-therealcost.betobaccofree.hhs.gov/,Department of Health and Human Services,TRUE
https://akaprod-www.foodsafety.gov/,Department of Health and Human Services,TRUE
https://akaprod-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akaprod-www.stopbullying.gov/,Department of Health and Human Services,TRUE
https://akastage-hab.hrsa.gov/,Department of Health and Human Services,TRUE
https://akastage-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akastage-juntossipodemos.hhs.gov/,Department of Health and Human Services,TRUE
https://akastage-therealcost.betobaccofree.hhs.gov/,Department of Health and Human Services,TRUE
https://akastage-wecandothis.hhs.gov/,Department of Health and Human Services,TRUE
https://akastage-www.foodsafety.gov/,Department of Health and Human Services,TRUE
https://akastage-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akastage-www.stopbullying.gov/,Department of Health and Human Services,TRUE
https://akastage.reproductiverights.gov/,Executive Office of the President,TRUE
https://akastage1-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akastage2-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akastage3-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akastage4-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akastage5-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akatest-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akatest1-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akatest2-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akatest3-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akatest4-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akatest5-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akauat-ion-www.hhs.gov/,Department of Health and Human Services,TRUE
https://akwg.cap.gov/,Department of Defense,FALSE
https://alaska-mdc.diver.orr.noaa.gov/,Department of Commerce,TRUE
https://alaska.jobcorps.gov/,Department of Labor,FALSE
https://albedomap.lbl.gov/,Department of Energy,FALSE
https://alcoholpolicy.niaaa.nih.gov/,Department of Health and Human Services,TRUE
https://alcoholtreatment.niaaa.nih.gov/,Department of Health and Human Services,TRUE
https://aldo.ctss.nih.gov/,Department of Health and Human Services,FALSE
https://alert.nih.gov/,Department of Health and Human Services,FALSE
https://alerts-v2.weather.gov/#/,Department of Commerce,FALSE
https://alerts.pnnl.gov/staffinfo.asp,Department of Energy,FALSE
https://alerts.weather.gov/,Department of Commerce,FALSE
https://all-sorns.app.cloud.gov/,General Services Administration,TRUE
https://allaccess.lbl.gov/,Department of Energy,FALSE
https://allofus.nih.gov/,Department of Health and Human Services,TRUE
https://alpha-api.urs.eosdis.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://alpha.cpars.gov/cpars/app/home_input.action,General Services Administration,FALSE
https://alpha.sam.gov/content/home,General Services Administration,TRUE
https://alpha.urs.eosdis.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://alpha2.sam.gov/content/home,General Services Administration,TRUE
https://als.lbl.gov/,Department of Energy,FALSE
https://alshub.als.lbl.gov/,Department of Energy,FALSE
https://alsusweb.lbl.gov/,Department of Energy,FALSE
https://alumni.ilea.state.gov/,Department of State,TRUE
https://alumni.state.gov/,Department of State,TRUE
https://alumni.udall.gov/Login.aspx,Morris K. Udall and Stewart L. Udall Foundation,FALSE
https://alvarezphysicsmemos.lbl.gov/,Department of Energy,FALSE
https://alwg.cap.gov/,Department of Defense,FALSE
https://alzped.nia.nih.gov/,Department of Health and Human Services,TRUE
https://amac.lbl.gov/,Department of Energy,FALSE
https://amberalert.ojp.gov/,Department of Justice,TRUE
https://amberjackm.nmfs.noaa.gov/,Department of Commerce,FALSE
https://ambismobile.niaid.nih.gov/default.htm,Department of Health and Human Services,FALSE
https://ambismobileqa.niaid.nih.gov/default.htm,Department of Health and Human Services,FALSE
https://ambsurvey.nichd.nih.gov/ams/login.html,Department of Health and Human Services,FALSE
https://amdar.ncep.noaa.gov/,Department of Commerce,FALSE
https://amdsb.larc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://americanenglish.state.gov/,Department of State,TRUE
https://americansamoa.noaa.gov/,Department of Commerce,TRUE
https://americanspaces.state.gov/,Department of State,TRUE
https://americaslibrary.gov/,Library of Congress,FALSE
https://americorps.gov/,Corporation for National & Community Service,TRUE
https://ameriflux-data.lbl.gov/,Department of Energy,FALSE
https://ameriflux.lbl.gov/,Department of Energy,FALSE
https://amis.cdfifund.gov/AMISHome?ec=302&startURL=%2Fs%2F,Department of the Treasury,FALSE
https://amlis.osmre.gov/,Department of the Interior,TRUE
https://ammd.nist.gov/,Department of Commerce,FALSE
https://ammos.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://amn.ecfr.gov/,Government Publishing Office,TRUE
https://amo-csd.lbl.gov/,Department of Energy,FALSE
https://amos.lbl.gov/,Department of Energy,FALSE
https://amp.cdc.gov/s/login/?ec=302&startURL=%2Fs%2F,Department of Health and Human Services,FALSE
https://ampb.larc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://amplification.training.nij.gov/usermanagement/login_form?came_from=https%3A//amplification.training.nij.gov/&retry=&disable_cookie_login__=1&page_n=0&page_nm=,Department of Justice,TRUE
https://amputation.research.va.gov/,Department of Veterans Affairs,TRUE
https://ampx-qa.ornl.gov/,Department of Energy,FALSE
https://ampx.ornl.gov/,Department of Energy,FALSE
https://amri.ninds.nih.gov/,Department of Health and Human Services,FALSE
https://ams.hhs.gov/amsLogin/SimpleLogin.jsp,Department of Health and Human Services,FALSE
https://ams.prod.usda.gov/,U.S. Department of Agriculture,TRUE
https://amtrakoig.gov/,AMTRAK,FALSE
https://amview.japan.usembassy.gov/en/,Department of State,FALSE
https://anag-repo.lbl.gov/,Department of Energy,FALSE
https://analogstudies.jsc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://analysis.sns.gov/,Department of Energy,FALSE
https://analysistools.cancer.gov/,Department of Health and Human Services,TRUE
https://analyst.gsfc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://analytics.aj.intelink.gov/my.policy,Director of National Intelligence,FALSE
https://analytics.app.cloud.gov/,General Services Administration,TRUE
https://analytics.usa.gov/,General Services Administration,TRUE
https://andr-ns1.ecfr.gov/,Government Publishing Office,TRUE
https://angell.jobcorps.gov/,Department of Labor,FALSE
https://angler.larc.nasa.gov/,National Aeronautics and Space Administration,FALSE
https://animaldrugsatfda.fda.gov/adafda/views/#/search,Department of Health and Human Services,FALSE
https://animalresearch.nih.gov/,Department of Health and Human Services,FALSE
https://annarbor.hsrd.research.va.gov/,Department of Veterans Affairs,TRUE
https://annarbor.research.va.gov/,Department of Veterans Affairs,TRUE
https://annie.fnal.gov/,Department of Energy,FALSE
https://annotation.blogs.archives.gov/,National Archives and Records Administration,TRUE
https://annualreport.nichd.nih.gov/,Department of Health and Human Services,TRUE
https://annualreport2014.bbg.gov/,United States Agency for Global Media,FALSE
https://anoc12.ecfr.gov/,Government Publishing Office,TRUE
https://anp.lbl.gov/,Department of Energy,FALSE
https://answer.mycreditunion.gov/Pkb/,National Credit Union Administration,FALSE
https://answers.hud.gov/FHA/s/,Department of Housing and Urban Development,FALSE
https://answers.usgs.gov/,Department of the Interior,TRUE
https://antarcticsun.usap.gov/,National Science Foundation,FALSE
https://anxietycognition.ctss.nih.gov/,Department of Health and Human Services,FALSE
https://anxietyexercise.ctss.nih.gov/,Department of Health and Human Services,FALSE
https://anyconnect.dhs.gov/CACHE/sdesktop/install/start.htm,Department of Homeland Security,FALSE
https://anyconnect1.dhs.gov/CACHE/sdesktop/install/start.htm,Department of Homeland Security,FALSE
https://anyconnect3.dhs.gov/CACHE/sdesktop/install/start.htm,Department of Homeland Security,FALSE
https://anyconnect4.dhs.gov/CACHE/sdesktop/install/start.htm,Department of Homeland Security,FALSE
https://anywhere.gsa.gov/logon/LogonPoint/index.html,General Services Administration,FALSE
https://aom.giss.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://aopdb.epa.gov/,Environmental Protection Agency,TRUE
https://aoprals.state.gov/,Department of State,TRUE
https://aos.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://aotus.blogs.archives.gov/,National Archives and Records Administration,TRUE
https://apd.phy.bnl.gov/,Department of Energy,FALSE
https://apd440.gsfc.nasa.gov/,National Aeronautics and Space Administration,TRUE
https://apfs-cloud.dhs.gov/,Department of Homeland Security,TRUE
https://aphysics2.lanl.gov/apps/,Department of Energy,FALSE
https://api-alpha.sam.gov/,General Services Administration,FALSE
https://api-stage.open.fec.gov/developers/,Federal Election Commission,FALSE
https://api.abmc.gov/,American Battle Monuments Commission,TRUE
https://api.america.gov/,Department of State,FALSE
https://api.benefits.gov/,Department of Labor,FALSE
https://api.bluebutton.cms.gov/,Department of Health and Human Services,FALSE
https://api.data.gov/,General Services Administration,TRUE
https://api.digitalmedia.hhs.gov/,Department of Health and Human Services,TRUE
https://api.dol.gov/,Department of Labor,FALSE
